,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOME,TIPO DE BENEFICIO,ATUALMENTE NO SISTEMA,CICLO DE VALIDAÇÃO,VALIDADO PGE,VALIDADO PRESIDENCIA,SIMULAVEL,TIPO,APOS_ESPECIAL,TIPO_REMUN,PARIDADE,TabelaPontuacao,Requisitos da IN Nº 5/2020,Relatório p/ Reserva Remunerada por Idade ex-officio,ADICIONAL_INATIVIDADE,DATA_ADM_ATE,DATA_ADM_APOS,DATA_DIREITO_ATE,DATA_DIREITO_APOS,FUNDAMENTACAO_PROPORCIONAL,VISIVEL DTC PROPORCIONAL,FUNDAMENTACAO_INTEGRAL,VISIVEL DTC INTEGRAL,SEXO,INTEGRAL,TIPO_CALCULO,FUNDAMENTACAO,status_regra,motivo_inativacao,status_auditoria,auditado_por,auditado_em,atos_validacao,dispositivos,precedentes,disposicao_de_achados
Voluntária do Servidor Exposto a Agentes Nocivos à Saúde da EC 146/2021,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,S,N,N,N,14/09/2021 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 8, §§ 1° e 2° da EC nº 146/2021, e artigo 40, § 4°-C, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-4c/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-8-par-1/original.md"", ""/dispositivos/ece-146-2021/art-8-par-2/original.md""]",[],[]
Voluntária do Servidor Exposto a Agentes Nocivos à Saúde - Artigo 41 da Lei Complementar n. 1.100/2021,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por média) e sem paridade, com base nos artigos 24, 27, inciso II, e 41, inciso III, da Lei Complementar Estadual 1.100/2021 e artigo 40, § 1º, inciso III, segunda parte, e § 4°-C, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019 - regra permanente",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4c/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-41-inc-iii/original.md""]",[],[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,"Artigo 7º, §§ 2º e 3º, da Emenda Constitucional Estadual nº 146/2021.",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-2/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-a/lc-144-2014.md""]",[],[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,FEMININO,S,Remuneração de Contribuição,"Artigo 7º, §§ 2º e 3º, da Emenda Constitucional Estadual nº 146/2021",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-2/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-b/lc-144-2014.md""]",[],[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-2/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-a/lc-144-2014.md""]",[],[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-2/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-a/lc-144-2014.md""]",[],[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-2/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-a/lc-144-2014.md""]",[],[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-2/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-a/lc-144-2014.md""]",[],[]
"Voluntária do Policial Civil - Art. 7º, § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, § 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória - idade + tempo de contribuição + mulher.",N,MASCULINO,S,Remuneração de Contribuição,"Artigo 7º, §§1º e 3º da Emenda Constitucional Estadual nº 146/2021",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-1/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-b/lc-144-2014.md""]",[],"[{""achado"": ""/achados/achado-0017.md"", ""disposicao"": ""encaminhada"", ""decisao_pendente_de"": ""IPERON, como titular do produto Sisprev"", ""justificativa"": ""Conferência fechada contra a fonte, e o defeito é real nesta regra. As duas alíneas do art. 1º, II da LC 51/1985 na redação da LC 144/2014 estão transcritas no bundle: a **\""a\""** exige 30 anos de contribuição e 20 de exercício policial, \""se homem\""; a **\""b\""**, 25 e 15, \""se mulher\"". Esta regra é `sexo: MASCULINO` e o `fundamentacao_integral` cita a \""b\"", terminando no descritor \""mulher\"" — o texto entregue invoca a provisão que a lei reserva ao outro sexo. Não há dúvida de mérito a resolver. O que resta **não é da auditoria**: `FUNDAMENTACAO_INTEGRAL` é campo deployável, e reescrevê-lo aqui alteraria o produto sem que ninguém tivesse decidido alterá-lo. A correção está escrita e conferida como unidade auditada (`policial-civil-voluntaria-masculino`), que compila `deployable` e difere desta regra em exatamente uma coluna; ela é carregada pelo grupo `policial-civil-alinea-masculina` do conjunto `proposta-auditoria-2026-07`, que segue `proposto`. Adotá-la é ato de quem responde pelo produto. Duas coisas que esta disposição **não** afirma: que o motor afira 25/15 em vez de 30/20 (tempo de contribuição e tempo de exercício policial não têm coluna, e esta regra é `simulavel: S`, condição em que o motor não lê a fundamentação); e que o achado esteja resolvido — ele segue aberto, e alcança a `regra-0084`, cujo provimento judicial não foi localizado."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}, {""achado"": ""/achados/achado-0010.md"", ""disposicao"": ""encaminhada"", ""decisao_pendente_de"": ""IPERON, como titular do produto Sisprev"", ""justificativa"": ""O mesmo defeito do `achado-0017` nesta regra, visto pelo lado mecânico: a detecção `P9_SEXO_FUNDAMENTACAO` acusa `sexo: MASCULINO` contra um `fundamentacao_integral` que termina em \""mulher\"". A conferência que fecha um fecha o outro, e a correção é o mesmo ato — adotar a unidade `policial-civil-voluntaria-masculino`, que é decisão de quem responde pelo produto. Disposto em entrada própria porque as populações não coincidem: o `0010` alcança só esta regra, e o `0017` alcança também a `regra-0079` e a `regra-0084`; uma única disposição não poderia responder pelas duas leituras. A detecção **seguirá ativa** enquanto o campo não for corrigido, e isso é correto — ela descreve o estado do produto, não o da auditoria, e é `P9`, que não entra nas invariantes de `revisada`."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
"Voluntária do Policial Civil - Art. 7º, § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, § 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória - idade + tempo de contribuição + mulher.",N,FEMININO,S,Remuneração de Contribuição,"Artigo 7º, §§1º e 3º da Emenda Constitucional Estadual nº 146/2021",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-1/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-b/lc-144-2014.md""]",[],[]
"Voluntária do Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/2021 - Admissão após 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,31/12/2003 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 24, 27, inciso II, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,MASCULINO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4b/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-34/original.md""]",[],[]
"Voluntária do Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/2021 - Admissão após 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,31/12/2003 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 24, 27, inciso II, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4b/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-24/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-ii/original.md"", ""/dispositivos/lce-1100-2021/art-34/original.md""]",[],[]
"Voluntária Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/21 - Admissão até 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, inciso I, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4b/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-34/original.md""]",[],[]
"Voluntária Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/21 - Admissão até 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, inciso I, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4b/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-34/original.md""]",[],[]
Aposentadoria por Mandado de Injunção,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,N,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,01/01/1950 00:00,"Artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigo 7º, § 2º e § 3º, da Emenda à Constituição Estadual nº 146/2021 e artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985.",N,"Artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigo 7º, § 2º e § 3º, da Emenda à Constituição Estadual nº 146/2021 e artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985.",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-7-par-2/original.md"", ""/dispositivos/ece-146-2021/art-7-par-3/original.md"", ""/dispositivos/lc-51-1985/art-1-inc-ii-al-b/lc-144-2014.md""]",[],[]
Voluntária por Idade e Temp. de Contrib.- Art. 3º da EC 47/05 - FÓRMULA 85/95 e art. 4º da EC nº 146/21,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2099 00:00,01/01/1950 00:00,,N,"Artigo 3º da Emenda Constitucional nº 47/2005, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ec-47-2005/art-3/original.md"", ""/dispositivos/ece-146-2021/art-4/original.md""]",[],[]
Voluntária por Idade e Temp. de Contrib.- Art. 3º da EC 47/05 - FÓRMULA 85/95 e art. 4º da EC nº 146/21,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2099 00:00,01/01/1950 00:00,,N,"Artigo 3º da Emenda Constitucional nº 47/2005, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ec-47-2005/art-3/original.md"", ""/dispositivos/ece-146-2021/art-4/original.md""]",[],[]
Apos. Voluntária Tempo de Serviço - Anterior a E.C. 20/1998,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1900 00:00,01/12/2002 00:00,01/01/1900 00:00,"Art. 40, inciso III, alínea ""c"" da Constituição Federal de 1988 em seu texto original",N,"Art. 40, inciso III, alínea ""a"" da Constituição Federal de 1988 em seu texto original",N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-inc-iii-al-a/original.md"", ""/dispositivos/cf88/art-40-inc-iii-al-c/original.md""]",[],[]
Apos. Voluntária Tempo de Serviço - Anterior a E.C. 20/1998 - (Magistério),APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,S,,S,N,N,N,N,16/12/1998 00:00,01/01/1910 00:00,16/12/1998 00:00,01/01/1910 00:00,,N,"Art. 40, inciso III, alínea ""b"" da Constituição Federal de 1988 em seu texto original",N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-inc-iii-al-b/original.md""]",[],[]
Apos. Voluntária Tempo de Contribuição - Permanente da E.C. 20/1998,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,"Art 40, §1º, III, alinea ""a"" da CF com redação da EC 20/98",N,"Art 40, §1º, III, alinea ""a"" da CF com redação da EC 20/98",N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii-al-a/ec-20-1998.md""]",[],[]
Apos. Voluntária Tempo Contribuição - Permanente da E.C. 20/1998 - (Magistério),APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,,N,"Art 40, §1º, III, alinea ""a"", §5º da CF com redação da EC 20/98",N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii-al-a/ec-20-1998.md"", ""/dispositivos/cf88/art-40-par-5/ec-20-1998.md""]",[],[]
Apos. Voluntária Tempo de Contribuição - Transição da E.C. 20/1998,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 8º da Emenda Constitucional nº 20/1998 - fundamento - regra de transição - EC 20/98 da CF",N,,,Não identificado,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ec-20-1998/art-8/original.md"", ""/dispositivos/ece-146-2021/art-4/original.md""]",[],[]
